alpha,phi,h
0.230953,0.865133,0.905850
0.045714,0.530620,0.637840
0.052381,0.903250,0.496433
0.225000,0.969800,0.646000
0.311429,0.453130,0.851900
0.271429,0.287750,0.945600
0.051428,0.469750,0.735000
0.032653,0.858007,0.662143
0.039286,0.567650,0.694250
0.245238,0.816558,0.618583
0.177551,0.901886,0.748071
0.087302,0.557833,0.834200
0.138095,0.868133,0.804300
0.119048,0.943408,0.676050
0.100000,0.606900,0.770840
0.135715,0.680175,0.844000
0.178571,0.405500,0.735600
0.330612,0.748029,0.665400
0.228571,0.963100,0.687700
0.480953,0.393967,0.568667
0.095238,0.848442,0.666650
0.190476,0.677100,0.650850
0.207143,0.316692,0.684183
0.324490,0.879007,0.851257
0.096429,0.807975,0.664700
0.159524,0.563392,0.806250
0.282143,0.902387,0.859975
0.100000,0.901050,0.939500
0.160000,0.628510,0.679060
0.055102,0.665979,0.646600
0.097959,0.873957,0.470100
0.248572,0.769280,0.573760
0.087755,0.732193,0.716371
0.057143,0.756900,0.889225
0.038095,0.724750,0.604800
0.055357,0.880600,0.676300
0.067857,0.827163,0.457862
0.042857,0.772667,0.877750
0.297619,0.805700,0.673550
0.054762,0.892117,0.725500
0.092857,0.777808,0.934583
0.023810,0.768650,0.887800
0.495238,0.658317,0.813533
0.074286,0.802850,0.476780
0.192857,0.452800,0.742150
0.142857,0.369800,0.791200
0.242857,0.748550,0.782000
0.138095,0.525783,0.894233
0.117143,0.592060,0.762560
0.067857,0.897600,0.436300
0.252381,0.845617,0.860533
0.209524,0.274633,0.693700
0.174286,0.860190,0.979540
0.252381,0.906933,0.964100
0.220000,0.212005,0.645930
0.126191,0.846750,0.966350
0.275000,0.265850,0.908438
0.109524,0.895050,0.783233
0.225000,0.387937,0.902425
0.111428,0.903450,0.852660
0.110715,0.688206,0.955938
0.333333,0.904192,0.386800
0.185714,0.223850,0.884533
0.292857,0.319525,0.545600
0.097619,0.562983,0.695117
0.121428,0.897938,0.814075
0.278571,0.741250,0.909850
0.057143,0.152375,0.982550
0.269047,0.171258,0.920617
0.096429,0.900000,0.514437
0.203572,0.152425,0.808025
0.328571,0.595890,0.804460
0.278572,0.907625,0.534650
0.234286,0.850680,0.891160
0.069388,0.524793,0.791086
0.033333,0.773367,0.879167
0.097959,0.725164,0.940229
0.214286,0.441200,0.680000
0.276191,0.989283,0.470833
0.152381,0.851800,0.928133
0.200000,0.832383,0.470167
0.045714,0.516680,0.697420
0.064285,0.150525,0.789525
0.253061,0.837629,0.864900
0.225714,0.857610,0.902980
0.123810,0.873033,0.454367
0.065714,0.510730,0.746600
0.082143,0.733575,0.874025
0.110714,0.170100,0.851225
0.071429,0.798593,0.694829
0.096429,0.885056,0.479550
0.248571,0.726920,0.731140
0.071429,0.710681,0.800625
0.174603,0.823872,0.480144
0.016667,0.795867,0.884467
0.202381,0.892767,0.695150
0.100000,0.334050,0.846043
0.239286,0.880550,0.924025
0.082143,0.424638,0.820600
0.157143,0.824783,0.492867
