alpha,phi,h
0.140476,0.970558,0.572750
0.500000,0.597250,0.619900
0.176190,0.591550,0.217967
0.107143,0.859050,0.140800
0.176190,0.836700,0.177967
0.142857,0.504367,0.170533
0.450000,0.666138,0.479100
0.142857,0.349969,0.520100
0.264286,0.385992,0.350033
0.782857,0.466680,0.504100
0.440000,0.362550,0.677980
0.480000,0.839240,0.163680
0.442857,0.917787,0.353875
0.457143,0.182925,0.237650
0.188572,0.732130,0.499620
0.161225,0.825464,0.427771
0.114285,0.732000,0.165125
0.393651,0.835000,0.056156
0.240476,0.775067,0.356533
0.468571,0.738760,0.118740
0.282857,0.620120,0.177120
0.177143,0.664860,0.206220
0.457143,0.518592,0.609750
0.364286,0.850750,0.392450
0.771429,0.621800,0.870500
0.180952,0.485650,0.320233
0.228572,0.575150,0.361100
0.689286,0.652350,0.499525
0.321429,0.643125,0.269250
0.505714,0.360070,0.456980
0.088096,0.923808,0.302500
0.157143,0.741838,0.242025
0.376190,0.463233,0.113233
0.309524,0.813350,0.410533
0.664286,0.427056,0.291350
0.397619,0.703808,0.524767
0.164286,0.718050,0.360825
0.285715,0.776406,0.599737
0.223810,0.716033,0.227633
0.410715,0.552638,0.112225
0.300000,0.421600,0.097200
0.587500,0.669844,0.440163
0.335714,0.392288,0.280750
0.557143,0.501750,0.483300
0.135714,0.711637,0.252800
0.671429,0.756979,0.460186
0.385714,0.785650,0.531550
0.471429,0.843014,0.404843
0.204762,0.903483,0.304967
0.296429,0.939975,0.301150
0.357143,0.816220,0.605220
0.538776,0.731779,0.375457
0.337143,0.691550,0.360120
0.521428,0.114125,0.665825
0.494286,0.974960,0.348880
0.521429,0.860825,0.808000
0.363492,0.864578,0.528644
0.410714,0.923837,0.369500
0.607143,0.557350,0.357617
0.289286,0.723287,0.508825
0.250000,0.632450,0.397200
0.552381,0.530750,0.147167
0.061905,0.677675,0.562150
0.214286,0.724100,0.118183
0.295918,0.919929,0.213100
0.261225,0.905250,0.153629
0.357142,0.650717,0.150867
0.071428,0.621150,0.634200
0.453061,0.750900,0.227957
0.607143,0.393250,0.141900
0.405714,0.835640,0.256700
0.558730,0.573589,0.368856
0.378572,0.702750,0.481350
0.282857,0.726210,0.092680
0.179592,0.430107,0.689629
0.257143,0.942087,0.374125
0.508571,0.764540,0.585400
0.600000,0.741000,0.625900
0.482143,0.292100,0.633150
0.462857,0.512260,0.376160
0.138095,0.577900,0.255633
0.368571,0.818720,0.382440
0.282143,0.730712,0.320475
0.212245,0.389529,0.471214
0.285714,0.672817,0.487667
0.452381,0.659833,0.610967
0.542857,0.405600,0.353825
0.119048,0.283992,0.454900
0.532143,0.519750,0.300475
0.193877,0.384457,0.481629
0.092857,0.595892,0.506883
0.514286,0.721100,0.535325
0.276191,0.891983,0.102167
0.377143,0.697400,0.439700
0.500000,0.370400,0.767575
0.498413,0.809783,0.148278
0.171429,0.918163,0.185450
0.367347,0.824957,0.547586
0.200000,0.859600,0.431567
0.307143,0.362700,0.401750
