alpha,phi,h
0.322962,0.754618,0.145588
0.328296,0.732077,0.130045
0.295854,0.745627,0.142789
0.294841,0.692383,0.128633
0.253338,0.748784,0.137970
0.344826,0.764731,0.138252
0.348974,0.758628,0.133526
0.308308,0.722961,0.147616
0.316183,0.727513,0.118271
0.336631,0.783871,0.129236
0.288853,0.718624,0.139443
0.334421,0.721763,0.137433
0.254557,0.739123,0.158776
0.321265,0.714916,0.120943
0.264679,0.659291,0.127352
0.301247,0.686751,0.147598
0.307256,0.675440,0.179146
0.325243,0.710697,0.140165
0.331126,0.718164,0.123106
0.292103,0.741111,0.133143
0.300625,0.773503,0.178906
0.282164,0.707898,0.141201
0.284932,0.731619,0.185630
0.321302,0.740603,0.137344
0.305592,0.709228,0.165336
0.300895,0.694249,0.193597
0.257047,0.745058,0.148788
0.313746,0.756317,0.138901
0.272521,0.724922,0.135570
0.258926,0.753057,0.163036
0.260541,0.740087,0.144503
0.301155,0.757214,0.138605
0.325844,0.752691,0.138885
0.292976,0.721988,0.135007
0.326995,0.729332,0.127019
0.351994,0.750380,0.153531
0.271138,0.740782,0.232598
0.261227,0.742130,0.162271
0.273284,0.729098,0.154312
0.273720,0.737099,0.170887
0.300779,0.702437,0.132566
0.371424,0.687262,0.145943
0.252227,0.754821,0.145802
0.308328,0.735157,0.151376
0.291184,0.699728,0.139654
0.315683,0.779103,0.139723
0.254090,0.703748,0.156416
0.242425,0.731622,0.130987
0.307785,0.703025,0.134592
0.305884,0.756790,0.155470
0.315125,0.751205,0.131247
0.225907,0.664187,0.111978
0.340042,0.797839,0.157002
0.319838,0.753845,0.173563
0.269603,0.775732,0.141042
0.282320,0.711472,0.132785
0.267070,0.737428,0.144291
0.287999,0.739241,0.147761
0.359814,0.807200,0.131666
0.319010,0.730201,0.194559
0.295426,0.727821,0.142136
0.273012,0.761178,0.143097
0.312815,0.720527,0.127360
0.292435,0.765037,0.139936
0.343721,0.734475,0.135934
0.338242,0.703142,0.158630
0.330775,0.751272,0.129652
0.264115,0.715151,0.132012
0.311597,0.746795,0.129369
0.240263,0.701851,0.155889
0.339698,0.753179,0.133984
0.290975,0.715800,0.146903
0.328413,0.723804,0.119525
0.283987,0.762227,0.134503
0.331438,0.749589,0.132056
0.324739,0.761781,0.154251
0.305523,0.704341,0.142335
0.324167,0.754816,0.146996
0.291662,0.741479,0.165822
0.362383,0.766476,0.139147
0.278212,0.748797,0.154656
0.377497,0.753138,0.141789
0.330392,0.747603,0.177706
0.300643,0.688656,0.134340
0.310105,0.760968,0.150774
0.345821,0.772145,0.149275
0.307094,0.740881,0.130648
0.287013,0.711494,0.137163
0.315730,0.688785,0.126534
0.299952,0.720427,0.159227
0.322873,0.717819,0.146609
0.332947,0.765749,0.142050
0.304104,0.720174,0.140996
0.313910,0.787982,0.156470
0.296246,0.729419,0.162722
0.276025,0.748975,0.139048
0.314828,0.707152,0.142635
0.274423,0.720765,0.137524
0.258285,0.785964,0.144781
0.324655,0.661159,0.151690
