alpha,phi,h
0.868572,0.315890,0.192740
0.761904,0.873308,0.384733
0.588095,0.425500,0.130883
0.328571,0.849650,0.520067
0.654286,0.942310,0.372980
0.766667,0.930817,0.508033
0.896429,0.432762,0.291725
0.700000,0.750825,0.149950
0.571429,0.201150,0.537967
0.871429,0.006050,0.300000
0.745238,0.539967,0.294533
0.771428,0.423529,0.214114
0.864286,0.701900,0.418900
0.611429,0.733150,0.893120
0.346939,0.781779,0.902114
0.478571,0.975175,0.105800
0.600000,0.929450,0.159767
0.602041,0.801779,0.485986
0.814286,0.189600,0.365400
0.832143,0.129206,0.487600
0.353571,0.761513,0.635838
0.676191,0.292867,0.389300
0.490476,0.923000,0.042400
0.657143,0.388850,0.031300
0.752381,0.778017,0.500167
0.753061,0.890750,0.502914
0.497143,0.891770,0.895020
0.661905,0.113483,0.216867
0.732653,0.581543,0.040057
0.612245,0.198707,0.560714
0.735714,0.923558,0.434650
0.364286,0.858850,0.291200
0.714286,0.894680,0.419600
0.682143,0.756463,0.470000
0.647619,0.841283,0.375200
0.864285,0.794350,0.386983
0.575000,0.230631,0.903325
0.587755,0.794471,0.331914
0.700000,0.655800,0.150450
0.728572,0.880900,0.497700
0.707143,0.952875,0.194950
0.868571,0.154830,0.546860
0.735714,0.083775,0.705500
0.900000,0.792450,0.405460
0.597959,0.408343,0.387914
0.428572,0.174725,0.425600
0.769388,0.365843,0.306714
0.557143,0.956500,0.271700
0.878571,0.893575,0.264400
0.550000,0.150475,0.160650
0.376191,0.911033,0.160000
0.614286,0.659450,0.496900
0.691429,0.081670,0.357400
0.897143,0.181950,0.561300
0.919047,0.800450,0.285567
0.678571,0.651175,0.885800
0.753571,0.667775,0.318975
0.728572,0.916425,0.213400
0.576191,0.909667,0.275600
0.425714,0.829790,0.542980
0.785714,0.921450,0.515300
0.817857,0.757375,0.401450
0.725000,0.465087,0.424100
0.528571,0.637750,0.068100
0.628572,0.670042,0.329900
0.752381,0.904517,0.457267
0.371429,0.486975,0.443650
0.737143,0.850810,0.387100
0.694286,0.938020,0.386500
0.811428,0.808870,0.350520
0.714286,0.798500,0.015900
0.761905,0.908583,0.430967
0.566071,0.719419,0.464650
0.695918,0.836371,0.542757
0.674286,0.938420,0.573360
0.641429,0.779430,0.078480
0.785714,0.592550,0.130480
0.964286,0.719750,0.546325
0.576786,0.833094,0.465438
0.700000,0.526863,0.392475
0.328571,0.846050,0.550000
0.596429,0.872875,0.888425
0.632653,0.906550,0.435629
0.346429,0.838275,0.213875
0.780000,0.234570,0.380260
0.635714,0.241813,0.781038
0.950000,0.417775,0.334100
0.525000,0.246550,0.310450
0.661905,0.945875,0.538000
0.671429,0.165750,0.237500
0.794286,0.874940,0.317300
0.890476,0.399500,0.366667
0.540476,0.895142,0.437683
0.755102,0.854179,0.233486
0.828571,0.709367,0.320500
0.928572,0.673507,0.390500
0.350000,0.218225,0.600183
0.764286,0.891742,0.312750
0.660715,0.829050,0.571575
0.882143,0.380575,0.282475
