alpha,phi,h
0.080746,0.604459,0.272147
-0.008670,0.647825,0.242252
0.043170,0.578331,0.240395
0.023643,0.635943,0.236939
0.028681,0.600582,0.252709
0.049207,0.608406,0.276805
0.041759,0.579117,0.279563
0.036217,0.567568,0.245691
0.031140,0.591685,0.257722
0.033671,0.560322,0.244273
0.023468,0.598668,0.264619
0.019231,0.627452,0.231252
0.046664,0.644964,0.273808
0.036428,0.611362,0.287240
0.035059,0.603531,0.314659
0.061349,0.635373,0.283673
0.033242,0.653582,0.224139
0.044963,0.640562,0.259877
0.043747,0.587814,0.251286
0.039079,0.640314,0.254266
0.011758,0.606834,0.279642
0.046476,0.645593,0.220596
0.041861,0.598546,0.232388
0.047741,0.626348,0.284868
0.062192,0.641207,0.234975
0.065492,0.622083,0.231905
0.052931,0.620124,0.293068
0.036452,0.617725,0.270639
0.037531,0.638962,0.268298
0.012938,0.632110,0.284243
0.064059,0.607849,0.310444
0.051848,0.625077,0.292174
0.035721,0.603323,0.270347
0.004817,0.630686,0.209231
0.034396,0.639472,0.271144
0.023825,0.644549,0.230366
0.050847,0.675499,0.235514
0.023959,0.597252,0.215933
-0.004260,0.626579,0.252617
0.023652,0.574206,0.257265
0.031910,0.562528,0.214596
0.051649,0.622640,0.261805
0.038291,0.628206,0.290777
0.027485,0.623260,0.231083
0.012184,0.619307,0.287351
0.042678,0.613555,0.246196
0.008568,0.630701,0.208580
0.030947,0.623944,0.264332
0.045810,0.623973,0.336770
0.024755,0.554683,0.303873
0.042500,0.567932,0.262493
0.030894,0.588792,0.272426
0.030844,0.609788,0.287329
0.077353,0.625736,0.216992
0.080501,0.613845,0.257147
0.006707,0.647067,0.222773
0.041415,0.629505,0.208852
0.038691,0.581148,0.317151
0.043131,0.620954,0.222842
0.057596,0.596402,0.263750
0.048701,0.602248,0.251707
0.042174,0.606241,0.265212
0.030267,0.649486,0.263782
0.055752,0.637525,0.294837
0.060992,0.604901,0.268173
0.074145,0.602175,0.230284
0.025918,0.668110,0.227734
0.026725,0.596633,0.236124
0.053862,0.546622,0.259361
0.047132,0.638475,0.269272
0.042805,0.647373,0.276839
0.039205,0.628422,0.274137
0.034730,0.601287,0.233723
0.028378,0.651422,0.258523
0.037612,0.614273,0.259798
0.027252,0.617058,0.211975
0.007704,0.594741,0.285393
0.057488,0.593845,0.264807
0.043269,0.618909,0.238355
0.029403,0.610117,0.298118
0.053320,0.624299,0.253175
0.042601,0.647929,0.212607
0.037995,0.633729,0.290050
0.078268,0.575694,0.242354
0.023063,0.625921,0.210513
0.048848,0.651539,0.292233
0.057230,0.611728,0.266763
0.075092,0.593657,0.282190
0.036672,0.607895,0.247504
0.031663,0.633595,0.277129
0.055853,0.627396,0.277525
0.025734,0.600400,0.246817
0.059632,0.642928,0.296578
0.049853,0.604210,0.271432
0.036526,0.609747,0.267860
0.030544,0.586353,0.256817
0.057968,0.666041,0.276070
0.054199,0.668624,0.236518
0.045919,0.609835,0.252997
0.037827,0.620095,0.279773
