alpha,phi,h
0.459832,0.627294,0.643916
0.548154,0.554252,0.719288
0.465789,0.564117,0.711224
0.448859,0.555507,0.830312
0.247851,0.564274,0.697724
0.456744,0.538333,0.638415
0.405937,0.599052,0.763175
0.463021,0.449270,0.742817
0.526554,0.548211,0.756852
0.566874,0.475841,0.717111
0.383828,0.491963,0.698507
0.440827,0.494219,0.812150
0.568832,0.587839,0.734835
0.505262,0.498751,0.701077
0.316473,0.537084,0.649186
0.518211,0.493261,0.776263
0.429473,0.556523,0.745758
0.489436,0.519418,0.811012
0.444859,0.521631,0.743697
0.503039,0.547003,0.725827
0.405492,0.499105,0.766843
0.411592,0.605129,0.792136
0.416043,0.400095,0.658097
0.493171,0.590764,0.706247
0.450257,0.593426,0.765436
0.533551,0.559085,0.820667
0.458374,0.495483,0.739908
0.368381,0.522485,0.750679
0.490119,0.502047,0.649892
0.551638,0.516013,0.696804
0.404146,0.552656,0.779483
0.534577,0.549430,0.675913
0.434821,0.514853,0.860177
0.398405,0.621559,0.742546
0.417479,0.467854,0.800677
0.491501,0.605517,0.719912
0.444541,0.501182,0.645804
0.429571,0.576041,0.757528
0.437081,0.467727,0.748636
0.387507,0.396839,0.766461
0.482879,0.552456,0.722313
0.519326,0.459047,0.759353
0.495587,0.460547,0.706640
0.377260,0.545651,0.774350
0.436232,0.489185,0.712910
0.522798,0.583661,0.755359
0.378256,0.509795,0.691405
0.522008,0.457781,0.723154
0.519471,0.614465,0.654458
0.385850,0.528660,0.724276
0.359538,0.507836,0.763422
0.427879,0.511250,0.727870
0.455684,0.514526,0.746134
0.568462,0.520453,0.781605
0.465671,0.450544,0.835640
0.436569,0.455314,0.751015
0.521295,0.527343,0.609611
0.455734,0.553012,0.669025
0.531645,0.429910,0.665322
0.512138,0.467921,0.643045
0.447901,0.518656,0.721026
0.369524,0.551395,0.770021
0.360588,0.549733,0.721927
0.480900,0.487581,0.656238
0.415644,0.468231,0.795677
0.386913,0.647560,0.806681
0.448867,0.554924,0.732475
0.554532,0.501663,0.679582
0.483658,0.493839,0.645278
0.501342,0.510645,0.749281
0.436616,0.460557,0.775425
0.433985,0.522220,0.821873
0.336412,0.479470,0.811087
0.483969,0.625850,0.740408
0.467060,0.529677,0.705422
0.485046,0.490546,0.743266
0.493953,0.527315,0.710958
0.521416,0.538711,0.744101
0.463501,0.505940,0.580097
0.394325,0.558439,0.749154
0.494241,0.639639,0.751237
0.429687,0.574186,0.769472
0.441606,0.589626,0.753206
0.512649,0.594090,0.788259
0.647374,0.509880,0.699663
0.496643,0.479198,0.730533
0.463800,0.494137,0.654903
0.414008,0.445971,0.777563
0.488346,0.477883,0.733868
0.472936,0.486273,0.833446
0.383795,0.549102,0.737999
0.481867,0.578947,0.737489
0.415175,0.507752,0.701799
0.560474,0.479144,0.830488
0.439964,0.570039,0.771129
0.385295,0.520053,0.686624
0.367322,0.477123,0.725654
0.401433,0.573238,0.672414
0.477329,0.629551,0.729375
0.414421,0.445992,0.753246
