alpha,phi,h
0.279906,0.703812,0.317308
0.332187,0.745616,0.271423
0.284436,0.642513,0.294635
0.277337,0.723338,0.222916
0.244175,0.698941,0.285736
0.361393,0.715286,0.356892
0.301639,0.715757,0.274608
0.313033,0.682094,0.378256
0.389217,0.679890,0.295982
0.291422,0.729404,0.262832
0.294331,0.690801,0.303954
0.273989,0.715392,0.294621
0.294466,0.643034,0.370005
0.310070,0.681915,0.257329
0.318684,0.666061,0.299853
0.272989,0.720608,0.315314
0.270467,0.719740,0.307374
0.260084,0.658615,0.268219
0.300685,0.733209,0.293513
0.278921,0.734096,0.314615
0.280415,0.662945,0.319936
0.310033,0.673218,0.298040
0.242765,0.773641,0.288808
0.285771,0.671367,0.342220
0.297399,0.731571,0.305569
0.269367,0.746237,0.320567
0.278913,0.726359,0.286424
0.302257,0.718509,0.286243
0.336862,0.696110,0.339218
0.278190,0.697307,0.319280
0.351454,0.703936,0.305527
0.250998,0.714830,0.328544
0.320908,0.702154,0.309685
0.298516,0.684977,0.328598
0.275997,0.707748,0.267574
0.271659,0.724945,0.302358
0.316145,0.665363,0.367325
0.307276,0.749029,0.274424
0.284762,0.668088,0.309173
0.327908,0.704308,0.347465
0.240906,0.725019,0.306398
0.274742,0.695451,0.351104
0.291319,0.701393,0.253072
0.267205,0.690204,0.339795
0.269180,0.692585,0.311651
0.348093,0.710451,0.323462
0.299853,0.715332,0.358789
0.279794,0.705927,0.319722
0.355549,0.688356,0.334871
0.301893,0.717318,0.325771
0.315674,0.668736,0.317977
0.290211,0.668982,0.272159
0.300992,0.687620,0.320098
0.325853,0.705347,0.289812
0.324895,0.708573,0.356337
0.353315,0.694376,0.289920
0.304572,0.694365,0.308898
0.332177,0.694529,0.256946
0.280621,0.695315,0.285982
0.281780,0.700692,0.342629
0.306153,0.700084,0.287662
0.291363,0.675448,0.287862
0.349037,0.737158,0.298153
0.294674,0.601728,0.240647
0.264929,0.696540,0.241958
0.285900,0.637241,0.281123
0.360814,0.731352,0.318841
0.295823,0.711482,0.321697
0.312896,0.677190,0.346715
0.299262,0.719745,0.266999
0.344224,0.666842,0.246098
0.325914,0.682243,0.288696
0.313194,0.681305,0.286673
0.308743,0.744895,0.280773
0.277632,0.687892,0.259361
0.286087,0.685889,0.349814
0.308273,0.733199,0.277176
0.290974,0.677250,0.314315
0.252936,0.675046,0.338431
0.284730,0.727602,0.309381
0.324492,0.689709,0.327385
0.306772,0.673361,0.346022
0.307790,0.679473,0.318104
0.330697,0.708327,0.263062
0.282370,0.717568,0.294189
0.289651,0.689308,0.311201
0.275847,0.689958,0.321899
0.280924,0.734484,0.287461
0.284344,0.724784,0.310600
0.280041,0.714813,0.350797
0.216623,0.709592,0.328776
0.327130,0.719585,0.289984
0.354220,0.663356,0.355038
0.308948,0.708728,0.355335
0.292364,0.720659,0.333952
0.301191,0.712699,0.329486
0.347465,0.706512,0.301623
0.316257,0.740200,0.266674
0.377484,0.657912,0.353346
0.269362,0.728093,0.337934
