alpha,phi,h
0.412698,0.354772,0.479200
0.421429,0.364575,0.294200
0.360000,0.305060,0.507260
0.475000,0.317312,0.490400
0.642857,0.537700,0.596200
0.365714,0.438700,0.560840
0.642857,0.658267,0.468133
0.402857,0.865280,0.405760
0.457143,0.200350,0.725800
0.416327,0.306043,0.542286
0.534694,0.137593,0.840443
0.553572,0.390112,0.432575
0.491428,0.100590,0.288980
0.530952,0.757392,0.440483
0.640000,0.546970,0.453960
0.742857,0.378383,0.310000
0.742857,0.200350,0.093550
0.878572,0.844912,0.514850
0.534286,0.473830,0.516880
0.435715,0.735038,0.663025
0.662857,0.265530,0.750920
0.600000,0.906564,0.304657
0.444898,0.523364,0.226343
0.511428,0.705510,0.540800
0.414286,0.628640,0.469960
0.428571,0.633950,0.492620
0.611905,0.546483,0.509600
0.485714,0.431750,0.289900
0.666667,0.368633,0.278300
0.428571,0.239613,0.826925
0.492857,0.304863,0.531275
0.521429,0.903175,0.880900
0.428571,0.302483,0.171300
0.346429,0.323813,0.499750
0.591429,0.403570,0.798140
0.357143,0.675621,0.351229
0.340817,0.560429,0.550271
0.564286,0.457400,0.439800
0.802857,0.449020,0.277180
0.492857,0.631200,0.378500
0.488572,0.728880,0.297840
0.185714,0.935350,0.217900
0.342857,0.000500,0.351800
0.565715,0.647380,0.379960
0.571429,0.442475,0.530850
0.600000,0.563033,0.509333
0.541072,0.603150,0.368613
0.500000,0.111800,0.120667
0.595238,0.563617,0.200583
0.573469,0.389150,0.684357
0.665306,0.830521,0.197414
0.460714,0.358600,0.515025
0.838095,0.440000,0.466933
0.609524,0.315833,0.829067
0.548214,0.837100,0.171588
0.311429,0.399750,0.473920
0.609524,0.220217,0.526200
0.619048,0.614944,0.084867
0.271429,0.553117,0.514800
0.638096,0.467500,0.246600
0.371429,0.292100,0.474300
0.547619,0.934517,0.214267
0.465714,0.068880,0.306140
0.642857,0.882775,0.189250
0.460714,0.153825,0.704875
0.228571,0.701850,0.281200
0.625714,0.804540,0.387680
0.617857,0.629337,0.481750
0.435715,0.433500,0.452700
0.607143,0.569338,0.623450
0.414286,0.481817,0.481200
0.528571,0.494937,0.457975
0.404082,0.576321,0.523214
0.421428,0.627225,0.377850
0.478571,0.312275,0.584950
0.398214,0.820931,0.402175
0.455102,0.706314,0.341843
0.652381,0.584083,0.691267
0.564285,0.505675,0.172350
0.490476,0.299000,0.645933
0.726786,0.209788,0.617212
0.650000,0.260975,0.778625
0.461428,0.840345,0.480520
0.400000,0.781625,0.212525
0.447619,0.441544,0.423400
0.352381,0.624583,0.505733
0.691071,0.870962,0.494400
0.694286,0.543020,0.580000
0.317143,0.658180,0.463580
0.425000,0.275675,0.593325
0.535714,0.866581,0.255137
0.514286,0.513838,0.299000
0.467347,0.452621,0.132786
0.582143,0.240900,0.582925
0.450000,0.117087,0.352625
0.673810,0.405233,0.729183
0.500000,0.288833,0.533267
0.642857,0.522250,0.338200
0.511428,0.846630,0.097100
0.716327,0.190614,0.757757
