alpha,phi,h
0.376105,0.830426,0.708408
0.424271,0.849871,0.712206
0.376872,0.826399,0.714708
0.390304,0.828743,0.710773
0.420585,0.829058,0.726758
0.419638,0.845774,0.720571
0.394153,0.819047,0.735278
0.397043,0.838175,0.718972
0.432123,0.820131,0.691051
0.359390,0.801728,0.702319
0.366316,0.835750,0.692658
0.437161,0.842471,0.730318
0.430029,0.817993,0.740408
0.437112,0.798538,0.697001
0.412345,0.826946,0.716264
0.366163,0.840416,0.698979
0.358089,0.865503,0.719156
0.324830,0.819999,0.721939
0.395699,0.830095,0.720762
0.447762,0.811388,0.634817
0.393246,0.820151,0.735771
0.393911,0.824115,0.689479
0.465345,0.805797,0.686181
0.401474,0.819288,0.710489
0.416695,0.829290,0.701544
0.417521,0.825745,0.713383
0.455009,0.835967,0.707228
0.367096,0.828191,0.710032
0.412199,0.803365,0.743477
0.418265,0.856956,0.695628
0.424917,0.820746,0.755261
0.420063,0.802551,0.706307
0.417097,0.813139,0.670445
0.405423,0.880115,0.719727
0.413333,0.807426,0.693211
0.374369,0.839166,0.705219
0.454890,0.843486,0.713512
0.415313,0.808778,0.705900
0.382012,0.812198,0.734581
0.409245,0.801514,0.706691
0.454210,0.799980,0.719907
0.416255,0.842100,0.713960
0.428211,0.856554,0.699905
0.398396,0.804145,0.724986
0.401279,0.833042,0.743037
0.393721,0.822525,0.763741
0.354564,0.799114,0.692761
0.406046,0.840677,0.687587
0.394132,0.829074,0.729625
0.405928,0.840467,0.718980
0.394765,0.811433,0.744099
0.408471,0.857810,0.747731
0.465977,0.797159,0.703726
0.369921,0.863558,0.735971
0.365113,0.828062,0.750438
0.383809,0.819052,0.691858
0.359255,0.837002,0.722763
0.424145,0.815654,0.725798
0.407814,0.812483,0.748223
0.445340,0.834284,0.753143
0.395622,0.853193,0.678692
0.373734,0.806136,0.683475
0.471622,0.834729,0.734879
0.436257,0.821513,0.718949
0.415073,0.823904,0.734952
0.449579,0.765243,0.744442
0.438637,0.841501,0.752955
0.391922,0.815506,0.691854
0.472035,0.795815,0.722340
0.418606,0.803062,0.713559
0.459624,0.817602,0.753823
0.434923,0.828916,0.699177
0.378020,0.797030,0.694440
0.436107,0.841560,0.715187
0.452140,0.815479,0.727839
0.413708,0.821863,0.716181
0.365291,0.804910,0.701086
0.411606,0.836817,0.756292
0.394743,0.820979,0.701808
0.413705,0.837688,0.740973
0.323643,0.830432,0.730543
0.442982,0.828472,0.718939
0.340738,0.811511,0.700985
0.415128,0.813680,0.734349
0.433512,0.792849,0.668215
0.367440,0.821811,0.689729
0.431180,0.801257,0.696771
0.390684,0.834074,0.698216
0.422465,0.810833,0.685499
0.430614,0.847924,0.733063
0.395969,0.801679,0.701763
0.448167,0.828111,0.736799
0.442561,0.780485,0.686252
0.391597,0.792026,0.716621
0.418286,0.826183,0.689848
0.398095,0.814865,0.727277
0.394056,0.787860,0.723232
0.356876,0.824158,0.692753
0.404720,0.865031,0.746250
0.375915,0.806811,0.710865
