alpha,phi,h
0.142857,0.079625,0.013050
0.414286,0.428200,0.668500
0.080000,0.102410,0.404540
0.100000,0.148000,0.300733
0.109524,0.265033,0.275900
0.130357,0.052494,0.399338
0.283333,0.041317,0.867650
0.175000,0.431262,0.653175
0.442857,0.057700,0.779300
0.268571,0.327570,0.618780
0.207143,0.740800,0.067950
0.339286,0.153838,0.449550
0.378572,0.064275,0.104150
0.135714,0.118817,0.384033
0.061905,0.135408,0.113050
0.104082,0.395043,0.237157
0.075510,0.085529,0.783114
0.378572,0.298025,0.166700
0.371428,0.273675,0.109100
0.000000,0.050250,0.230200
0.210714,0.046125,0.236475
0.325000,0.042150,0.578800
0.350000,0.232625,0.432150
0.214286,0.202750,0.396700
0.402040,0.026186,0.101329
0.042857,0.461850,0.684800
0.169643,0.072587,0.416988
0.340000,0.172510,0.504480
0.359524,0.250700,0.430600
0.457143,0.457937,0.485538
0.023809,0.182933,0.305700
0.067858,0.152025,0.336637
0.151429,0.159590,0.554700
0.153572,0.528112,0.140150
0.379592,0.143286,0.135443
0.111429,0.236730,0.605380
0.183674,0.075607,0.120614
0.421429,0.452775,0.771650
0.285714,0.261663,0.164700
0.200000,0.241536,0.478814
0.185714,0.020000,0.345200
0.414285,0.058550,0.233200
0.140000,0.035400,0.078700
0.038095,0.060983,0.360600
0.100000,0.419425,0.663225
0.225714,0.134060,0.397220
0.049206,0.216094,0.278078
0.023809,0.082583,0.030667
0.107143,0.359883,0.677033
0.321429,0.112725,0.078725
0.190476,0.130933,0.543033
0.311429,0.311730,0.152960
0.230159,0.079989,0.289878
0.224490,0.205014,0.590400
0.132143,0.136788,0.381225
0.300000,0.043850,0.537100
0.161905,0.076742,0.361333
0.071429,0.007733,0.114100
0.150000,0.331100,0.501325
0.078572,0.679319,0.065638
0.057143,0.066983,0.210833
0.242857,0.278550,0.012300
0.314286,0.741700,0.351300
0.176786,0.057881,0.174412
0.028572,0.110550,0.509767
0.142857,0.166263,0.546625
0.182857,0.043190,0.597720
0.014286,0.260400,0.450500
0.053061,0.257607,0.402000
0.128571,0.289800,0.565333
0.021428,0.474175,0.653950
0.200000,0.204371,0.421500
0.023810,0.133883,0.366900
0.189286,0.154612,0.313462
0.211429,0.035310,0.149180
0.035714,0.047425,0.167850
0.405714,0.026600,0.694400
0.041270,0.108000,0.227500
0.035714,0.064425,0.225050
0.421428,0.035325,0.166800
0.151429,0.105160,0.709660
0.166071,0.058181,0.117737
0.562500,0.118962,0.408662
0.462857,0.060930,0.224880
0.285714,0.081162,0.415775
0.220000,0.116630,0.218600
0.357143,0.249870,0.499720
0.528571,0.119983,0.184733
0.137143,0.076750,0.119180
0.080952,0.054750,0.039733
0.330952,0.263667,0.348283
0.052381,0.023767,0.096900
0.369048,0.274808,0.165383
0.150000,0.108500,0.634800
0.066667,0.447100,0.288433
0.435715,0.212075,0.323550
0.223810,0.155767,0.252400
0.322857,0.089350,0.528700
0.085714,0.224400,0.054400
0.192857,0.168687,0.617775
