alpha,phi,h
0.495446,0.599130,0.302904
0.442276,0.594038,0.278657
0.362286,0.703762,0.250297
0.481087,0.555153,0.245760
0.483418,0.660472,0.353642
0.465622,0.604050,0.315184
0.457428,0.617198,0.320676
0.434176,0.523983,0.202786
0.417632,0.548384,0.184571
0.450582,0.468662,0.303939
0.496690,0.646418,0.473589
0.313545,0.576262,0.251334
0.340675,0.572147,0.382256
0.307190,0.529543,0.245792
0.329733,0.631712,0.280313
0.323211,0.676714,0.357153
0.260679,0.685870,0.342292
0.458868,0.642480,0.260431
0.402961,0.694017,0.340093
0.400541,0.653811,0.324044
0.445228,0.659315,0.335304
0.431021,0.567949,0.289622
0.338481,0.570384,0.310070
0.373290,0.596795,0.358953
0.384411,0.606931,0.286078
0.392311,0.535511,0.315921
0.502908,0.599367,0.320283
0.412743,0.673921,0.360855
0.407612,0.716664,0.289387
0.409085,0.633796,0.333850
0.425708,0.669608,0.297563
0.403940,0.579069,0.322388
0.428800,0.654280,0.275477
0.357408,0.620327,0.346241
0.434709,0.635195,0.272634
0.361186,0.577344,0.243783
0.548740,0.628060,0.251626
0.374108,0.503075,0.422101
0.315437,0.692928,0.225413
0.390910,0.718557,0.358305
0.441044,0.576423,0.257876
0.456458,0.625865,0.314503
0.390306,0.567958,0.320311
0.411982,0.661360,0.349853
0.399258,0.648884,0.195853
0.354370,0.612007,0.292590
0.309007,0.607604,0.314401
0.455270,0.537844,0.266986
0.397417,0.560553,0.402727
0.440120,0.585796,0.302623
0.400075,0.649099,0.346060
0.394378,0.697910,0.413460
0.484099,0.594989,0.184019
0.291464,0.656804,0.292103
0.473788,0.653692,0.276686
0.437891,0.565144,0.209133
0.362840,0.579391,0.277132
0.380296,0.592054,0.255877
0.365200,0.651911,0.378046
0.411232,0.557177,0.330207
0.314738,0.619618,0.225846
0.349538,0.570164,0.398845
0.380247,0.589267,0.301048
0.364565,0.554343,0.240979
0.422233,0.576151,0.376648
0.482844,0.625248,0.300806
0.328434,0.534380,0.339784
0.363736,0.611135,0.312676
0.414405,0.559379,0.398516
0.516667,0.624210,0.277008
0.430694,0.640583,0.259296
0.393944,0.549174,0.261480
0.431937,0.691862,0.315211
0.365389,0.571807,0.333142
0.255440,0.673915,0.197570
0.393129,0.617173,0.344431
0.383330,0.572078,0.168682
0.356035,0.662610,0.209086
0.398250,0.527668,0.149053
0.415776,0.675797,0.358571
0.364747,0.513360,0.121628
0.441314,0.616087,0.267969
0.404040,0.561255,0.225983
0.350558,0.460186,0.210256
0.375461,0.572247,0.388110
0.327214,0.562368,0.335946
0.399109,0.682603,0.347061
0.296440,0.594364,0.246518
0.405225,0.719929,0.283441
0.412612,0.679260,0.313935
0.357031,0.688773,0.330341
0.348640,0.531045,0.243115
0.332860,0.562231,0.369285
0.386955,0.655121,0.348342
0.344673,0.520296,0.266364
0.380888,0.658500,0.305604
0.482832,0.644248,0.291900
0.391504,0.648826,0.381594
0.399553,0.689634,0.291607
0.371194,0.631676,0.354086
