alpha,phi,h
0.332216,0.515115,0.511374
0.231878,0.597459,0.460813
0.359281,0.563525,0.483092
0.308891,0.576345,0.426754
0.312954,0.528326,0.471116
0.270007,0.660298,0.440379
0.392796,0.520537,0.495182
0.342211,0.518041,0.541710
0.358107,0.563557,0.445018
0.337732,0.599333,0.437170
0.386288,0.538935,0.479819
0.288038,0.512761,0.460087
0.440726,0.472827,0.492099
0.319196,0.545208,0.518198
0.283586,0.533558,0.484931
0.357956,0.614562,0.463251
0.284316,0.523855,0.464609
0.378942,0.621256,0.449904
0.199977,0.507702,0.530064
0.357840,0.556295,0.444202
0.326459,0.548153,0.426258
0.358134,0.560929,0.407519
0.305972,0.565850,0.491490
0.276459,0.510411,0.449948
0.214600,0.473851,0.454098
0.359661,0.537263,0.398145
0.303120,0.577825,0.419630
0.351048,0.496966,0.535079
0.229088,0.568392,0.586752
0.208049,0.509914,0.554005
0.248827,0.590388,0.516886
0.334754,0.631656,0.501863
0.354875,0.498063,0.514826
0.274561,0.590851,0.498501
0.339309,0.518044,0.483317
0.271681,0.580470,0.502687
0.353149,0.602378,0.465982
0.359219,0.571760,0.429094
0.263002,0.601398,0.469193
0.223630,0.533514,0.418071
0.314527,0.564360,0.536327
0.336684,0.657237,0.451386
0.284113,0.589022,0.468839
0.362389,0.558765,0.443334
0.373885,0.612784,0.435264
0.401827,0.526793,0.488956
0.338212,0.504541,0.445077
0.258244,0.586243,0.515032
0.364243,0.576845,0.439534
0.343175,0.579953,0.511648
0.264292,0.581876,0.502022
0.380280,0.602565,0.446655
0.397311,0.584720,0.469289
0.226991,0.499098,0.453451
0.309657,0.639230,0.471539
0.332930,0.595490,0.494704
0.333432,0.576871,0.533982
0.333665,0.566173,0.458218
0.275572,0.587645,0.454566
0.358261,0.599610,0.486235
0.230559,0.588642,0.432318
0.282145,0.524374,0.559183
0.282954,0.585251,0.461778
0.314102,0.572817,0.440487
0.263589,0.542857,0.528707
0.323435,0.558168,0.483806
0.263699,0.524601,0.476206
0.259789,0.600972,0.523550
0.310354,0.617686,0.406245
0.309423,0.553818,0.467318
0.328433,0.555562,0.502693
0.258812,0.633893,0.426857
0.285770,0.633418,0.447603
0.330092,0.526071,0.379370
0.345344,0.462990,0.462472
0.277061,0.598158,0.474948
0.344459,0.622031,0.438948
0.360554,0.563012,0.465836
0.360874,0.518911,0.429197
0.330217,0.596520,0.487710
0.348410,0.613910,0.467991
0.332567,0.565326,0.568388
0.410628,0.520036,0.494722
0.345296,0.584914,0.439840
0.360253,0.517508,0.520971
0.289572,0.558099,0.495437
0.189081,0.545772,0.562628
0.314781,0.558039,0.519836
0.353515,0.527069,0.487142
0.262801,0.550999,0.569763
0.342467,0.560328,0.413545
0.311266,0.603049,0.467941
0.383172,0.590383,0.472068
0.218066,0.562408,0.503334
0.265550,0.593711,0.501720
0.225048,0.568206,0.495155
0.253590,0.622703,0.473548
0.354877,0.557957,0.471075
0.286858,0.575802,0.514196
0.318220,0.564307,0.464637
