alpha,phi,h
0.142857,0.157950,0.347600
0.202381,0.196392,0.249417
0.819048,0.314100,0.206067
0.202041,0.044729,0.629371
0.395238,0.871450,0.258700
0.535714,0.672675,0.429100
0.425000,0.136038,0.500125
0.793878,0.312914,0.701500
0.448571,0.161290,0.507540
0.417143,0.212220,0.505700
0.209524,0.447600,0.398267
0.628571,0.168120,0.229060
0.354286,0.122890,0.694720
0.760714,0.363937,0.625650
0.055102,0.315736,0.757071
0.154286,0.556800,0.694800
0.387755,0.216357,0.657600
0.092857,0.093683,0.877033
0.257143,0.376450,0.554300
0.450000,0.323387,0.498925
0.274286,0.260540,0.825960
0.306122,0.317279,0.406700
0.438095,0.179767,0.910367
0.414286,0.162986,0.531386
0.474286,0.652490,0.507220
0.023810,0.165400,0.812400
0.142857,0.386038,0.823950
0.125714,0.380480,0.540200
0.203572,0.111125,0.556475
0.338096,0.411275,0.816567
0.348979,0.428457,0.435229
0.374603,0.302633,0.557511
0.292857,0.704717,0.577783
0.657143,0.444160,0.515640
0.297959,0.538900,0.391443
0.492857,0.118100,0.821983
0.161905,0.625433,0.497633
0.528571,0.078250,0.724350
0.730953,0.252450,0.710100
0.174286,0.769270,0.529680
0.369047,0.129800,0.360167
0.028571,0.502500,0.623100
0.478572,0.154675,0.832850
0.264286,0.410394,0.472062
0.274286,0.137780,0.839340
0.502857,0.364350,0.241240
0.238095,0.551400,0.324700
0.428571,0.101070,0.401500
0.630953,0.949192,0.404483
0.435714,0.745475,0.568625
0.189286,0.315831,0.534462
0.519047,0.690225,0.397683
0.414286,0.338300,0.302233
0.485714,0.359067,0.374933
0.404082,0.334000,0.616171
0.485714,0.447763,0.415850
0.604081,0.099743,0.836300
0.403572,0.448119,0.499875
0.390476,0.246733,0.403100
0.561905,0.155017,0.883822
0.560714,0.292112,0.851475
0.735714,0.030263,0.934500
0.280952,0.837172,0.474744
0.600000,0.173067,0.505317
0.280952,0.195008,0.795950
0.200000,0.674575,0.459300
0.433333,0.525200,0.622100
0.254286,0.326770,0.579220
0.444898,0.203786,0.877414
0.400000,0.577175,0.521150
0.314286,0.377300,0.592225
0.273469,0.306271,0.873314
0.425714,0.096310,0.793820
0.587755,0.446986,0.918000
0.474603,0.213728,0.716744
0.455555,0.211922,0.940689
0.404762,0.045100,0.816267
0.357143,0.549625,0.466600
0.460714,0.476313,0.319500
0.131429,0.283830,0.741340
0.295238,0.246158,0.720883
0.478571,0.109550,0.438400
0.321429,0.586388,0.550025
0.028571,0.312500,0.883800
0.585714,0.338650,0.628780
0.661905,0.252600,0.617400
0.432142,0.782312,0.480813
0.214286,0.371100,0.875333
0.676191,0.321125,0.744900
0.635714,0.245525,0.834950
0.200000,0.213050,0.581700
0.657143,0.053233,0.894867
0.087755,0.265500,0.713643
0.350000,0.082075,0.638000
0.400000,0.042025,0.717450
0.363492,0.087378,0.597478
0.721429,0.689975,0.769200
0.575000,0.016900,0.491750
0.671429,0.609900,0.465720
0.387755,0.326964,0.772614
