alpha,phi,h
0.157143,0.506090,0.220160
0.371429,0.507457,0.092057
0.142857,0.494200,0.315700
0.189286,0.134387,0.106875
0.308572,0.212900,0.315080
0.440476,0.295792,0.035350
0.275000,0.496050,0.357950
0.159524,0.049133,0.191100
0.537143,0.437220,0.246100
0.308929,0.589813,0.303462
0.185714,0.357721,0.265900
0.289286,0.660456,0.223387
0.450000,0.566425,0.310350
0.216071,0.263831,0.045713
0.216667,0.385667,0.369383
0.250000,0.462225,0.395200
0.351429,0.373570,0.346800
0.353571,0.691950,0.120487
0.302857,0.425750,0.414260
0.210714,0.495387,0.278675
0.211428,0.496980,0.333580
0.307143,0.733692,0.212983
0.307142,0.342000,0.088800
0.307143,0.069942,0.266883
0.328572,0.297230,0.620400
0.232143,0.285662,0.154050
0.405714,0.464770,0.022620
0.052381,0.306358,0.056650
0.126984,0.161628,0.244156
0.094643,0.709700,0.289013
0.457143,0.508807,0.146386
0.385714,0.178875,0.434300
0.285714,0.460686,0.348343
0.225714,0.455430,0.410340
0.461905,0.433617,0.047200
0.111428,0.494090,0.271700
0.289286,0.327137,0.208200
0.302381,0.278550,0.096217
0.345714,0.208570,0.618660
0.185714,0.060375,0.066550
0.188095,0.311967,0.071350
0.385714,0.569300,0.128300
0.350000,0.301500,0.561600
0.480952,0.786833,0.061733
0.388572,0.439700,0.308220
0.019048,0.366650,0.150967
0.411428,0.286780,0.452820
0.212500,0.632000,0.513250
0.219048,0.714417,0.254100
0.182143,0.241687,0.281025
0.020408,0.113064,0.378586
0.302857,0.609870,0.085440
0.308163,0.344086,0.302286
0.457143,0.398567,0.060933
0.154286,0.336060,0.614820
0.282857,0.401580,0.365840
0.380952,0.310983,0.287267
0.292857,0.338208,0.374983
0.232143,0.184238,0.298775
0.223810,0.357567,0.194800
0.364286,0.460075,0.293200
0.560000,0.072700,0.528080
0.161224,0.457671,0.135871
0.192857,0.140912,0.218475
0.194285,0.318820,0.494320
0.352381,0.198508,0.382283
0.232143,0.093550,0.100213
0.642857,0.267700,0.046100
0.357143,0.352587,0.235425
0.164286,0.382800,0.202200
0.280000,0.084890,0.355160
0.142857,0.521557,0.336871
0.202041,0.358786,0.350443
0.190476,0.470967,0.271267
0.361905,0.153850,0.246367
0.321429,0.396288,0.142200
0.157143,0.539600,0.234300
0.232143,0.162050,0.331725
0.067857,0.570650,0.608775
0.319048,0.595867,0.189633
0.139683,0.503444,0.333889
0.297143,0.434200,0.267520
0.471429,0.579475,0.168500
0.110714,0.394100,0.140200
0.257143,0.538650,0.089620
0.171429,0.183733,0.246517
0.547619,0.159700,0.177800
0.042857,0.403383,0.210100
0.078572,0.744825,0.086300
0.302041,0.254829,0.067186
0.411904,0.726317,0.132300
0.353061,0.739036,0.250386
0.042857,0.105610,0.195380
0.260000,0.578780,0.313120
0.397619,0.129117,0.063483
0.171429,0.036420,0.286680
0.310714,0.328537,0.362625
0.528571,0.637750,0.068100
0.188571,0.169770,0.078920
0.285714,0.324550,0.075400
