alpha,phi,h
0.771266,0.469631,0.234541
0.737100,0.462565,0.250246
0.794237,0.495522,0.229662
0.747692,0.497268,0.212552
0.770535,0.504611,0.219274
0.759887,0.485209,0.237235
0.804844,0.510926,0.198839
0.753594,0.506295,0.198530
0.731628,0.444033,0.263748
0.782057,0.488570,0.223426
0.758003,0.474071,0.230477
0.721152,0.514826,0.221943
0.751964,0.444070,0.199216
0.803917,0.472499,0.251817
0.742594,0.450969,0.199860
0.761659,0.484584,0.235665
0.768951,0.493917,0.222114
0.792449,0.444332,0.222775
0.791004,0.479413,0.202601
0.795362,0.472959,0.210579
0.773098,0.485324,0.235628
0.805673,0.488808,0.250460
0.762505,0.464032,0.232483
0.747203,0.492216,0.242191
0.775044,0.501093,0.209029
0.759383,0.504190,0.223680
0.723163,0.495344,0.224266
0.776354,0.493662,0.218698
0.800982,0.485461,0.219535
0.757342,0.474530,0.222765
0.758614,0.461911,0.191230
0.760974,0.491288,0.222998
0.761964,0.477624,0.262027
0.764686,0.491619,0.222677
0.805198,0.470968,0.218338
0.757481,0.487482,0.247839
0.800901,0.462969,0.221798
0.727168,0.472751,0.206535
0.739614,0.473453,0.235909
0.747072,0.476749,0.270936
0.756747,0.488048,0.242869
0.754170,0.484485,0.230495
0.773773,0.418167,0.218515
0.762692,0.497530,0.237464
0.732074,0.495803,0.225631
0.701091,0.495601,0.253491
0.809562,0.486033,0.218278
0.789922,0.492715,0.217815
0.760170,0.472374,0.238182
0.779869,0.501972,0.240240
0.796160,0.526277,0.215176
0.812427,0.451835,0.248493
0.765119,0.476672,0.295736
0.791962,0.456231,0.202986
0.797750,0.507521,0.267107
0.780436,0.472289,0.229358
0.760559,0.450738,0.215282
0.784417,0.449721,0.226641
0.766750,0.487408,0.222895
0.762997,0.468840,0.227472
0.781551,0.468060,0.231225
0.793638,0.496516,0.225674
0.789220,0.482379,0.269486
0.787384,0.449659,0.262198
0.749526,0.486958,0.235875
0.786111,0.486669,0.242869
0.724346,0.493890,0.265545
0.771563,0.490247,0.246579
0.755735,0.535514,0.253125
0.782729,0.458737,0.232474
0.788662,0.473551,0.227085
0.742182,0.454788,0.250827
0.751490,0.437573,0.219223
0.770598,0.466514,0.219762
0.746121,0.511028,0.212680
0.749846,0.476125,0.207627
0.735071,0.476844,0.223931
0.743852,0.466480,0.216359
0.772664,0.484859,0.224710
0.772913,0.453343,0.216068
0.775517,0.472279,0.261165
0.749268,0.468332,0.233434
0.718735,0.449485,0.224941
0.811576,0.454082,0.217360
0.770931,0.496970,0.209225
0.713348,0.463857,0.208823
0.757698,0.470301,0.215309
0.755293,0.499371,0.243021
0.826092,0.461235,0.240131
0.785885,0.483509,0.242269
0.729713,0.455389,0.221065
0.785459,0.499556,0.239532
0.776287,0.476128,0.236956
0.766824,0.507445,0.238199
0.702129,0.487101,0.202234
0.794103,0.460537,0.243350
0.751853,0.495770,0.205031
0.751157,0.479283,0.219647
0.763951,0.449381,0.186736
0.764535,0.444019,0.246105
