alpha,phi,h
0.376076,0.465003,0.219652
0.270488,0.475162,0.195253
0.233929,0.527291,0.242723
0.254119,0.439523,0.205859
0.316829,0.465203,0.231696
0.290386,0.527787,0.151834
0.306151,0.511753,0.178367
0.266455,0.504474,0.263553
0.284150,0.449125,0.182571
0.265903,0.472889,0.184010
0.266457,0.456100,0.217999
0.299279,0.434811,0.167115
0.291975,0.535663,0.205635
0.335517,0.505751,0.173533
0.277676,0.476092,0.216085
0.270012,0.504296,0.225520
0.319876,0.490278,0.196453
0.321256,0.451128,0.131071
0.307644,0.448267,0.216943
0.288203,0.489823,0.140467
0.259652,0.476272,0.221909
0.285658,0.528637,0.166397
0.297198,0.436936,0.189488
0.283072,0.505218,0.198880
0.341247,0.489011,0.212555
0.326428,0.459914,0.210975
0.263187,0.494315,0.200057
0.366168,0.496410,0.120935
0.287729,0.525357,0.198680
0.238091,0.526991,0.173347
0.335489,0.471114,0.196374
0.345221,0.505703,0.176329
0.330056,0.466811,0.231511
0.260265,0.473670,0.199125
0.313467,0.570280,0.152769
0.295053,0.499115,0.174494
0.310473,0.469578,0.239520
0.263996,0.516693,0.200261
0.330373,0.465842,0.231323
0.256211,0.474376,0.188655
0.234651,0.514210,0.186636
0.306223,0.511302,0.168801
0.261756,0.504753,0.172687
0.296828,0.543350,0.163557
0.337552,0.480018,0.194849
0.288180,0.425940,0.220465
0.287926,0.465189,0.205340
0.248581,0.539275,0.207251
0.297211,0.468248,0.225617
0.333034,0.487134,0.207220
0.291921,0.513794,0.231536
0.331267,0.466918,0.181810
0.290654,0.442543,0.124368
0.305306,0.424719,0.199319
0.264119,0.537974,0.169829
0.349632,0.444324,0.226644
0.256152,0.520283,0.217408
0.319052,0.457475,0.247796
0.231426,0.509700,0.193277
0.274695,0.487343,0.238442
0.302274,0.448645,0.165809
0.275350,0.530771,0.188904
0.281445,0.494534,0.181567
0.338793,0.430069,0.145704
0.347761,0.456698,0.225445
0.320447,0.502700,0.249252
0.334669,0.422271,0.204308
0.311100,0.536507,0.176822
0.294758,0.439538,0.144768
0.342675,0.453547,0.218584
0.249147,0.485981,0.288400
0.332040,0.450828,0.190459
0.347461,0.483473,0.205666
0.351071,0.469445,0.252205
0.323066,0.453799,0.213547
0.316578,0.464233,0.217798
0.284305,0.494052,0.215274
0.342223,0.425245,0.204807
0.262013,0.481420,0.254699
0.259580,0.449809,0.198429
0.314575,0.470893,0.218024
0.306157,0.463983,0.138580
0.320467,0.504548,0.227764
0.245046,0.529831,0.186230
0.261700,0.500783,0.202810
0.229431,0.453119,0.177366
0.334347,0.480326,0.171288
0.341600,0.445354,0.192903
0.272150,0.496376,0.159517
0.270913,0.443130,0.203031
0.294291,0.472497,0.203591
0.322603,0.441531,0.182441
0.316976,0.474444,0.217502
0.296000,0.436287,0.181681
0.347412,0.466671,0.259011
0.278211,0.494186,0.208807
0.285151,0.494254,0.181552
0.327528,0.503062,0.182476
0.316740,0.486390,0.171168
0.263331,0.490902,0.177532
