alpha,phi,h
0.323214,0.862794,0.448813
0.285714,0.305900,0.282300
0.265714,0.862860,0.518840
0.571428,0.856717,0.270000
0.685714,0.515700,0.098600
0.442857,0.868900,0.145900
0.171429,0.747400,0.344100
0.353572,0.626513,0.609125
0.366667,0.171533,0.495267
0.517143,0.759910,0.840340
0.148979,0.539243,0.605343
0.074286,0.650610,0.284940
0.397619,0.733167,0.346867
0.247619,0.499700,0.442767
0.323810,0.686692,0.450567
0.235714,0.352962,0.448675
0.514286,0.568350,0.432500
0.485714,0.979683,0.457033
0.338095,0.642950,0.361900
0.332143,0.516587,0.402650
0.345238,0.343000,0.475167
0.561905,0.977967,0.378167
0.502857,0.468420,0.477860
0.416667,0.475625,0.552200
0.357143,0.556163,0.640800
0.508571,0.365200,0.731480
0.414286,0.549417,0.172067
0.402381,0.501583,0.138733
0.545714,0.861460,0.332440
0.300000,0.317133,0.468933
0.421428,0.501875,0.234850
0.417857,0.600013,0.184625
0.100000,0.751983,0.231900
0.452381,0.638617,0.421217
0.371429,0.252150,0.445100
0.416667,0.737200,0.705133
0.500000,0.669017,0.555667
0.385714,0.953538,0.448675
0.004762,0.938528,0.349211
0.614286,0.551517,0.422267
0.335714,0.893225,0.548750
0.193877,0.802343,0.595729
0.142857,0.369800,0.791200
0.328572,0.524675,0.197467
0.294286,0.849290,0.552220
0.621429,0.640350,0.277450
0.268571,0.345820,0.579880
0.371429,0.644100,0.508400
0.659524,0.694658,0.348267
0.116326,0.713536,0.569986
0.331429,0.608000,0.370840
0.617857,0.491287,0.040450
0.339682,0.497500,0.549267
0.380357,0.658631,0.262075
0.485714,0.871950,0.605700
0.376191,0.736483,0.645567
0.228571,0.560820,0.180960
0.357143,0.654900,0.971500
0.184286,0.215485,0.497150
0.542857,0.380400,0.157000
0.432653,0.736357,0.117614
0.314286,0.976320,0.890320
0.525714,0.950820,0.401300
0.304762,0.762117,0.356767
0.485714,0.104117,0.301833
0.371429,0.751217,0.488533
0.311428,0.280350,0.677260
0.633333,0.748300,0.350433
0.328572,0.567690,0.617080
0.396428,0.454225,0.222925
0.412245,0.592564,0.544129
0.358441,0.488791,0.537491
0.471428,0.315417,0.540489
0.419048,0.616958,0.442450
0.295238,0.668200,0.520367
0.234286,0.633120,0.464580
0.280952,0.431333,0.525083
0.657143,0.841050,0.129067
0.209524,0.949108,0.568583
0.314286,0.830550,0.632700
0.361905,0.839450,0.416367
0.557143,0.403530,0.395600
0.509524,0.555983,0.639133
0.328571,0.665700,0.363100
0.335714,0.727867,0.922083
0.521429,0.596313,0.424100
0.425000,0.670013,0.488325
0.354286,0.916570,0.623240
0.316071,0.308969,0.438913
0.214286,0.915600,0.307200
0.557143,0.112750,0.685700
0.171429,0.261000,0.683800
0.267857,0.661887,0.507025
0.411905,0.885442,0.600200
0.325714,0.508560,0.502600
0.604762,0.560958,0.510200
0.389796,0.493664,0.469829
0.367857,0.661763,0.530550
0.400000,0.615837,0.500450
0.302857,0.481820,0.526420
