alpha,phi,h
0.054285,0.364590,0.228700
0.242857,0.661650,0.450133
0.119047,0.290800,0.464267
0.102381,0.663400,0.475617
0.028571,0.119150,0.136833
0.097959,0.650350,0.364543
0.328571,0.308750,0.069700
0.057143,0.422300,0.332900
0.094286,0.490500,0.301120
0.112987,0.101700,0.541700
0.038095,0.425550,0.651417
0.045714,0.690520,0.425540
0.197619,0.736992,0.171700
0.425000,0.305075,0.500875
0.325000,0.393513,0.502400
0.200000,0.553850,0.372133
0.062857,0.378230,0.474840
0.175000,0.735463,0.132275
0.234286,0.821450,0.290060
0.188571,0.355580,0.386600
0.310714,0.604125,0.328575
0.125714,0.538910,0.297580
0.371428,0.469617,0.322200
0.120000,0.430020,0.327480
0.085714,0.275400,0.390700
0.214286,0.141950,0.502620
0.064286,0.333900,0.673125
0.032653,0.139307,0.664200
0.128571,0.672637,0.707775
0.200000,0.648875,0.312883
0.022857,0.410070,0.716040
0.442857,0.561443,0.227914
0.482857,0.379150,0.554100
0.254762,0.687558,0.589850
0.108571,0.583910,0.146660
0.080000,0.280640,0.604040
0.471429,0.961900,0.277500
0.110714,0.764325,0.182950
0.042857,0.343850,0.451400
0.417143,0.272900,0.471620
0.090476,0.802675,0.164617
0.202381,0.236875,0.877433
0.161905,0.234472,0.447978
0.271429,0.378000,0.249120
0.160715,0.213175,0.590500
0.260000,0.332890,0.200260
0.373809,0.382842,0.074633
0.085714,0.665417,0.253200
0.052381,0.412883,0.443367
0.207143,0.105275,0.251300
0.223214,0.661200,0.311750
0.030953,0.573417,0.364800
0.244444,0.323989,0.295822
0.121428,0.600675,0.139950
0.233333,0.710133,0.353750
0.248572,0.700140,0.458180
0.057143,0.725012,0.197725
0.171429,0.586600,0.264360
0.111429,0.341210,0.341520
0.285714,0.897358,0.315050
0.064286,0.166225,0.371850
0.257143,0.282663,0.306150
0.126531,0.225364,0.829843
0.252381,0.540000,0.663000
0.180952,0.141894,0.469900
0.273214,0.776706,0.218362
0.046939,0.377957,0.450686
0.202857,0.646260,0.185120
0.057143,0.693119,0.521775
0.200000,0.622387,0.281375
0.067857,0.342862,0.570812
0.190476,0.776517,0.178433
0.207143,0.909300,0.367050
0.125714,0.481790,0.347640
0.225000,0.593113,0.419800
0.097403,0.256705,0.280355
0.221428,0.089475,0.083775
0.070000,0.378575,0.349880
0.178571,0.020500,0.102050
0.307143,0.918325,0.200175
0.310714,0.558400,0.416575
0.214286,0.559050,0.258060
0.122857,0.561190,0.274380
0.347619,0.472858,0.404883
0.250000,0.619775,0.386075
0.217143,0.553390,0.509080
0.246428,0.261988,0.335300
0.116667,0.761258,0.337750
0.178571,0.717825,0.316400
0.066667,0.752500,0.066367
0.252381,0.759817,0.117900
0.371429,0.372943,0.209971
0.171428,0.332888,0.438800
0.338095,0.121125,0.439100
0.232143,0.648637,0.710775
0.096429,0.688525,0.291725
0.360000,0.283250,0.702200
0.037143,0.411000,0.558120
0.094643,0.614363,0.314188
0.073469,0.398664,0.402614
