alpha,phi,h
0.460908,0.487102,0.468222
0.453869,0.483077,0.519736
0.500834,0.463533,0.482180
0.438493,0.592768,0.483973
0.530941,0.468454,0.522947
0.457024,0.535363,0.443040
0.441870,0.587983,0.504328
0.568977,0.593865,0.403831
0.596469,0.587850,0.524998
0.565270,0.455037,0.492546
0.546998,0.494557,0.515490
0.508525,0.490335,0.494289
0.489626,0.488894,0.553727
0.426049,0.510713,0.484933
0.464029,0.558583,0.404180
0.420647,0.584901,0.474529
0.520305,0.568319,0.542572
0.501545,0.470125,0.566103
0.469733,0.514378,0.466168
0.355362,0.572354,0.519210
0.546138,0.409233,0.511640
0.390324,0.760004,0.400661
0.477477,0.495483,0.530072
0.460174,0.533524,0.451688
0.438288,0.601913,0.377181
0.554883,0.427245,0.570370
0.504947,0.542101,0.574075
0.499845,0.472897,0.506012
0.398663,0.529845,0.292198
0.465671,0.538156,0.465762
0.458796,0.426998,0.453716
0.435875,0.594128,0.316890
0.483402,0.541663,0.494154
0.539601,0.512163,0.515568
0.525561,0.599781,0.367654
0.512427,0.470912,0.601964
0.504358,0.499951,0.441766
0.339354,0.548113,0.432048
0.510567,0.497531,0.477991
0.539617,0.407988,0.414314
0.522065,0.537531,0.513622
0.427082,0.490171,0.504186
0.504944,0.494342,0.495049
0.468699,0.512420,0.547388
0.435255,0.598511,0.475876
0.514513,0.479615,0.513619
0.459507,0.445620,0.443108
0.485463,0.450585,0.490958
0.510605,0.450644,0.565978
0.560464,0.528343,0.544696
0.480622,0.484848,0.514088
0.542632,0.425461,0.524863
0.398839,0.513352,0.476089
0.570976,0.515139,0.410168
0.491901,0.583989,0.606562
0.449695,0.428861,0.558496
0.525222,0.505905,0.511067
0.491618,0.493202,0.524692
0.517759,0.447352,0.478944
0.491566,0.455645,0.519298
0.375857,0.640276,0.478037
0.469670,0.523289,0.444170
0.482448,0.403784,0.540118
0.542359,0.497295,0.503230
0.459490,0.583098,0.487784
0.483541,0.407247,0.493667
0.490662,0.485659,0.562484
0.439349,0.602856,0.467871
0.521213,0.468186,0.463441
0.422757,0.517794,0.418912
0.460831,0.452293,0.495820
0.523086,0.503366,0.554347
0.478270,0.413335,0.503578
0.462575,0.537292,0.496967
0.457759,0.581458,0.448432
0.509069,0.472911,0.460702
0.469395,0.437724,0.468387
0.523676,0.513506,0.552155
0.476076,0.465667,0.463166
0.505269,0.494966,0.503229
0.449805,0.519134,0.463407
0.543180,0.516866,0.535309
0.485426,0.449525,0.488316
0.481197,0.488634,0.486311
0.475960,0.512128,0.509660
0.459512,0.494422,0.512303
0.465658,0.449488,0.577133
0.528187,0.545380,0.462738
0.518081,0.537342,0.519803
0.445359,0.512257,0.496825
0.477760,0.449636,0.482422
0.460336,0.472194,0.491069
0.518670,0.433861,0.462896
0.506113,0.507004,0.521816
0.494573,0.411753,0.473472
0.457228,0.706841,0.461248
0.427167,0.609934,0.477678
0.512599,0.527253,0.511728
0.529667,0.533208,0.433245
0.488706,0.478487,0.502211
