alpha,phi,h
1.121107,0.442994,0.391423
1.174648,0.460318,-0.267873
0.419828,0.507480,0.362197
0.219019,0.355694,0.437768
0.958035,1.182996,0.470564
0.319536,0.298914,0.299722
1.522152,-0.419211,-0.352918
0.319141,0.425466,0.596294
0.622355,0.991344,0.569870
0.415627,0.593477,0.744352
0.651560,0.926563,0.380372
0.526453,0.477349,0.559508
0.604296,0.361411,0.342946
0.002804,0.506785,0.773541
0.491856,0.865957,0.980775
1.173582,0.736832,0.730336
0.336352,0.385793,0.472839
0.720427,0.420730,0.279435
0.458518,0.350378,1.165460
0.459817,0.428097,0.549493
0.728898,0.614593,0.260874
0.647459,0.481115,0.585410
0.668993,0.458737,0.177527
0.845821,2.017071,-0.235164
0.331753,0.398287,0.342777
0.635036,0.794931,0.589650
0.172080,0.191775,0.204891
0.669130,0.366045,0.142595
0.410916,0.465942,0.572437
0.528680,0.497874,0.455755
0.430811,0.348306,0.169692
0.455641,0.720000,0.438079
0.386355,0.434048,0.318817
0.232506,0.466548,0.426134
0.532547,0.512610,0.564200
0.652308,0.888435,0.611822
0.446841,0.351143,0.597523
0.489773,0.463282,0.608544
0.686612,0.453807,0.761709
0.467902,0.492210,0.499286
0.372932,0.189703,0.605365
1.898166,0.107149,0.194331
0.684979,0.105388,0.942013
0.584699,0.583528,0.035529
0.423123,0.348054,0.334121
0.486287,0.445790,0.503068
0.458627,0.277570,0.313943
0.568054,0.560396,0.252384
0.419600,0.738821,0.482327
0.462756,0.435634,0.372068
0.649807,0.338143,0.367289
0.357603,0.397172,1.088319
0.827637,0.747999,1.072326
0.583220,0.133358,0.287485
0.723933,0.367874,0.734389
0.445283,0.801905,0.232530
0.862785,0.616358,0.449121
0.447549,0.468671,0.484399
0.238692,0.282267,0.145791
0.399791,0.480907,0.485778
0.545471,0.481842,0.400938
0.632609,0.409643,0.252252
0.427880,0.517110,0.284750
0.445771,0.561290,0.665021
0.557245,0.449033,0.434167
0.258311,0.606921,0.525151
0.726342,0.827525,0.320035
0.647715,0.427481,0.422247
0.555230,0.345058,0.336389
0.424895,0.269727,0.223433
0.254236,0.681847,0.488162
0.531033,0.623687,0.825729
0.344282,0.360086,0.389987
0.498250,0.469416,0.280306
0.843762,1.285867,0.528778
0.882449,0.663457,0.356242
1.579450,-0.311134,-0.101909
0.507780,0.402139,0.539590
0.722956,0.572943,0.348228
0.312258,1.093371,0.824949
0.862257,0.385807,0.578393
0.338138,0.420686,0.272967
0.633662,0.259717,0.472649
0.356037,0.406173,0.505466
0.824931,0.254371,0.097347
0.466790,0.378232,0.390112
0.265259,0.442503,0.524429
0.578359,0.681458,0.331883
0.575579,0.472370,0.495651
0.438013,0.850117,0.100796
0.368188,0.407803,0.284795
0.344216,0.415919,0.481144
0.616089,0.281954,0.424820
0.572444,0.498336,0.360268
0.474948,0.368278,0.589567
0.497062,0.733121,0.436461
0.559074,0.582405,0.580527
0.500440,0.428651,0.322285
0.643188,0.499869,0.532804
0.981079,0.525995,0.835670
