alpha,phi,h
-0.062204,0.553103,-0.303530
0.468502,0.356070,0.293786
-0.095881,0.728113,-0.275598
0.138612,0.611172,0.207773
0.174084,0.506801,-0.076149
-0.102547,0.719122,-0.185774
0.093869,0.445296,-0.108596
0.082369,0.589248,-0.259816
0.267666,0.751888,-0.369717
-0.158216,0.562382,-0.252332
0.251492,0.225577,0.130396
0.125166,0.384133,-0.032116
0.222448,0.457335,-0.218118
0.027239,0.701319,-0.290507
-0.003924,0.285821,-0.021543
0.001119,0.339861,-0.249875
-0.055723,0.184913,-0.503330
0.275720,0.270910,-0.015661
0.034324,0.582126,-0.578334
-0.041002,0.546056,-0.134519
-0.225864,0.526997,-0.440997
-0.179547,0.841954,-0.333881
-0.252113,0.627278,-0.565353
0.125531,0.522021,-0.122496
-0.142438,0.473687,-0.267831
0.174462,0.783829,-0.386090
-0.109942,0.733771,-0.419184
0.294599,0.348967,0.214491
0.032160,0.498208,-0.300641
-0.084521,0.469268,-0.544715
-0.183346,0.647590,-0.274073
0.032877,0.841065,-0.010063
0.270905,0.560623,0.352300
-0.109904,0.460364,-0.291353
-0.491036,1.026264,-0.447183
0.211307,0.651375,-0.180388
0.206968,0.202353,0.077623
0.253340,0.560731,0.014116
0.216419,0.601118,-0.300276
0.006653,0.596878,-0.131546
0.439813,0.285398,-0.268227
0.250052,0.574072,-0.150229
-0.410168,0.468719,-0.356104
-0.029485,0.696414,-0.199973
-0.114695,0.662972,0.072200
0.388285,0.416152,-0.009112
-0.003156,0.759097,-0.086566
0.141097,0.307115,0.031642
0.214856,0.552519,-0.381223
-0.171361,0.564782,0.040984
-0.391038,0.890984,-0.281574
-0.139317,0.580070,-0.005504
0.177895,0.827965,-0.516681
-0.167292,0.593502,-0.171116
-0.547484,0.935202,-0.561519
0.383540,0.754275,0.282536
-0.120520,0.397530,-0.148174
0.266096,0.414926,-0.079962
-0.419641,0.535326,-0.506356
0.020602,0.561242,-0.005119
-0.098346,0.620501,-0.116658
-0.439391,0.730116,-0.232358
0.213558,0.606581,-0.271204
0.110532,0.553149,-0.105234
0.141478,0.425264,0.086592
0.054978,0.182741,-0.364864
-0.288315,0.891492,-0.400993
0.233299,0.508857,-0.338022
0.164421,0.498315,0.127838
-0.714047,0.317931,-0.010038
0.081752,0.648879,-0.043960
0.367999,0.511976,-0.181810
-0.052854,0.533854,-0.338709
0.429353,0.423768,-0.141060
0.017754,0.640276,-0.031228
0.002567,0.815541,-0.210297
-0.236611,0.481978,-0.425275
-0.046299,0.934590,-0.410468
0.164651,0.582447,-0.126720
-0.063765,0.522208,-0.172123
0.032573,0.504013,-0.004484
-0.064314,0.638865,-0.067393
-0.114800,0.562704,-0.244590
0.257161,0.681077,0.233161
0.177605,0.445797,-0.433140
0.529618,0.351492,0.128644
0.089549,0.511008,-0.255798
-0.025286,0.855029,0.110929
0.313914,0.312343,-0.039301
0.327389,0.599410,-0.123622
0.121667,0.936417,-0.176767
0.096464,0.307629,-0.046415
0.024883,0.092837,-0.023162
0.153474,0.670657,0.026651
0.239555,0.457034,-0.339849
-0.263370,0.373890,-0.267035
0.274648,0.758078,-0.046082
0.220995,0.526533,-0.152419
-0.226703,0.793613,-0.396095
0.160991,0.248669,-0.101698
